activePeers,direction,level,msg,current_slot,max_slot,estimated_time_remaining,multiAddr,prefix,time,required,suitable,blocksPerSecond,peers,root,slot
,,info,Processing block batch of size 46 starting from  0x6a8c2634,435716,463438, 1h4m10s,,initial-sync,2020-10-07T21:47:48Z,,,7.2,30,,
,,info,Processing block batch of size 47 starting from  0x05044a7a,435780,463438, 1h3m8s,,initial-sync,2020-10-07T21:47:55Z,,,7.3,30,,
,,info,Processing block batch of size 43 starting from  0xf0924021,435844,463439, 1h7m38s,,initial-sync,2020-10-07T21:48:01Z,,,6.8,30,,
,,info,Processing block batch of size 48 starting from  0xce3c6f83,435911,463440, 1h6m29s,,initial-sync,2020-10-07T21:48:08Z,,,6.9,30,,
,,info,Processing block batch of size 51 starting from  0x6d930de5,435972,463440, 1h4m28s,,initial-sync,2020-10-07T21:48:15Z,,,7.1,30,,
,,info,Processing block batch of size 47 starting from  0xe3e65c4e,436036,463441, 1h2m34s,,initial-sync,2020-10-07T21:48:23Z,,,7.3,30,,
,,info,Processing block batch of size 46 starting from  0x916914e4,436100,463441, 1h3m17s,,initial-sync,2020-10-07T21:48:29Z,,,7.2,30,,
,,info,Processing block batch of size 50 starting from  0x5e523af6,436165,463442, 1h3m34s,,initial-sync,2020-10-07T21:48:36Z,,,7.2,30,,
,,info,Processing block batch of size 55 starting from  0x00bbe362,436228,463442, 1h0m4s,,initial-sync,2020-10-07T21:48:43Z,,,7.5,30,,
,,info,Processing block batch of size 49 starting from  0x3e6b2fae,436292,463443, 58m46s,,initial-sync,2020-10-07T21:48:50Z,,,7.7,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T21:48:57Z,,,,,7fa569b59138,436224
,,info,Processing block batch of size 46 starting from  0x4ea45cd2,436356,463444, 1h0m11s,,initial-sync,2020-10-07T21:48:58Z,,,7.5,30,,
,,info,Processing block batch of size 48 starting from  0xd96c0c50,436420,463444, 1h2m59s,,initial-sync,2020-10-07T21:49:05Z,,,7.2,30,,
,,info,Processing block batch of size 50 starting from  0x864fe6eb,436485,463445, 1h2m24s,,initial-sync,2020-10-07T21:49:12Z,,,7.2,30,,
,,info,Processing block batch of size 48 starting from  0xbff60b1c,436548,463446, 1h1m24s,,initial-sync,2020-10-07T21:49:20Z,,,7.3,30,,
,,info,Processing block batch of size 40 starting from  0x4c2d88b8,436612,463446, 1h4m48s,,initial-sync,2020-10-07T21:49:27Z,,,6.9,30,,
,,info,Processing block batch of size 47 starting from  0xfa755056,436676,463447, 1h6m6s,,initial-sync,2020-10-07T21:49:36Z,,,6.8,30,,
,,info,Processing block batch of size 46 starting from  0x87000d48,436741,463448, 1h6m56s,,initial-sync,2020-10-07T21:49:44Z,,,6.7,30,,
,,info,Processing block batch of size 46 starting from  0x40d29c41,436805,463448, 1h3m53s,,initial-sync,2020-10-07T21:49:51Z,,,7,30,,
,,info,Processing block batch of size 51 starting from  0x57b7736f,436869,463449, 1h1m57s,,initial-sync,2020-10-07T21:50:01Z,,,7.2,30,,
,,info,Processing block batch of size 53 starting from  0xf2af93db,436932,463450, 58m55s,,initial-sync,2020-10-07T21:50:08Z,,,7.5,30,,
,,info,Processing block batch of size 53 starting from  0x76240f5b,436997,463450, 56m9s,,initial-sync,2020-10-07T21:50:16Z,,,7.8,30,,
,,info,Processing block batch of size 43 starting from  0x72becbeb,437061,463451, 59m2s,,initial-sync,2020-10-07T21:50:23Z,,,7.5,30,,
,,info,Processing block batch of size 45 starting from  0xb8abc32b,437124,463453, 3h15m1s,,initial-sync,2020-10-07T21:50:45Z,,,2.2,30,,
,,info,Processing block batch of size 51 starting from  0xbac44100,437188,463453, 1h31m11s,,initial-sync,2020-10-07T21:50:52Z,,,4.8,30,,
,,info,Processing block batch of size 51 starting from  0x05edbf74,437252,463454, 59m24s,,initial-sync,2020-10-07T21:51:00Z,,,7.3,30,,
,,info,Processing block batch of size 50 starting from  0xf4940607,437316,463454, 57m19s,,initial-sync,2020-10-07T21:51:07Z,,,7.6,30,,
,,info,Processing block batch of size 44 starting from  0xf7ba1106,437380,463455, 59m56s,,initial-sync,2020-10-07T21:51:15Z,,,7.2,30,,
,,info,Processing block batch of size 49 starting from  0x5e95f2ce,437445,463456, 1h0m37s,,initial-sync,2020-10-07T21:51:22Z,,,7.2,30,,
,,info,Processing block batch of size 49 starting from  0x81522048,437508,463456, 1h0m54s,,initial-sync,2020-10-07T21:51:28Z,,,7.1,30,,
29,,info,Peer disconnected,,,,/ip4/68.185.171.253/tcp/13000/p2p/16Uiu2HAkuU5bTBws63H62MogsAzyP53bNX4PbyAPZbHWUroZq3T5,p2p,2020-10-07T21:51:30Z,,,,,,
,,info,Processing block batch of size 48 starting from  0xf06c48f3,437572,463457, 59m5s,,initial-sync,2020-10-07T21:51:40Z,,,7.3,29,,
31,2,info,Peer connected,,,,/ip4/3.126.177.55/tcp/9001/p2p/16Uiu2HAm1taD6Yvr8mEsrU3fo8fT66PnPqKQrr3mkdxseBuGSpef,p2p,2020-10-07T21:51:44Z,,,,,,
31,2,info,Peer connected,,,,/ip4/46.4.51.137/tcp/9000/p2p/16Uiu2HAm2C9yxm5coEYnrWD57AUFZAPRu4Fv39BG6LyjUPTkvrTo,p2p,2020-10-07T21:51:44Z,,,,,,
,,info,Processing block batch of size 43 starting from  0x0f7ce24f,437637,463458, 1h1m28s,,initial-sync,2020-10-07T21:51:48Z,,,7,31,,
,,info,Processing block batch of size 48 starting from  0xb5c3f9f6,437700,463458, 1h1m46s,,initial-sync,2020-10-07T21:51:54Z,,,7,31,,
,,info,Processing block batch of size 54 starting from  0xb79dcdea,437764,463459, 59m4s,,initial-sync,2020-10-07T21:52:02Z,,,7.2,31,,
,,info,Processing block batch of size 51 starting from  0x4124e829,437828,463460, 55m50s,,initial-sync,2020-10-07T21:52:10Z,,,7.7,31,,
,,info,Processing block batch of size 46 starting from  0x64245841,437892,463460, 56m26s,,initial-sync,2020-10-07T21:52:17Z,,,7.5,31,,
,,info,Processing block batch of size 50 starting from  0x6cdb89b6,437956,463461, 57m50s,,initial-sync,2020-10-07T21:52:25Z,,,7.3,31,,
30,,info,Peer disconnected,,,,/ip4/3.126.177.55/tcp/9001/p2p/16Uiu2HAm1taD6Yvr8mEsrU3fo8fT66PnPqKQrr3mkdxseBuGSpef,p2p,2020-10-07T21:52:29Z,,,,,,
,,info,Processing block batch of size 49 starting from  0x2b5385cf,438020,463462, 58m29s,,initial-sync,2020-10-07T21:52:33Z,,,7.2,30,,
,,info,Processing block batch of size 22 starting from  0xa94af51d,438085,463462, 1h9m54s,,initial-sync,2020-10-07T21:52:40Z,,,6,30,,
,,info,Processing block batch of size 50 starting from  0x23b76aa8,438148,463463, 1h9m44s,,initial-sync,2020-10-07T21:52:44Z,,,6,30,,
29,,info,Peer disconnected,,,,/ip4/185.31.100.144/tcp/9000/p2p/16Uiu2HAmLtvyRHz2SHZm1BLSPFGkaDzMw6ntXJQA46D9m5usWmiZ,p2p,2020-10-07T21:52:50Z,,,,,,
,,info,Processing block batch of size 45 starting from  0x9bd2b850,438213,463463, 50m42s,,initial-sync,2020-10-07T21:52:52Z,,,8.3,29,,
,,info,Processing block batch of size 43 starting from  0xafd1768b,438277,463464, 52m28s,,initial-sync,2020-10-07T21:52:58Z,,,8,29,,
30,2,info,Peer connected,,,,/ip4/74.57.99.140/tcp/9001/p2p/16Uiu2HAkuwcZ9zGBorbBAJHM1rsVJN9mtdzKteqVR4XvMZdieYnc,p2p,2020-10-07T21:53:01Z,,,,,,
,,info,Processing block batch of size 47 starting from  0xef205dbc,438340,463464, 1h2m2s,,initial-sync,2020-10-07T21:53:05Z,,,6.8,30,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T21:53:11Z,,,,,0c0b2daa7169,438272
,,info,Processing block batch of size 47 starting from  0x1c148823,438404,463465, 45m53s,,initial-sync,2020-10-07T21:53:11Z,,,9.1,30,,
,,info,Processing block batch of size 47 starting from  0x283500c2,438469,463465, 59m5s,,initial-sync,2020-10-07T21:53:17Z,,,7,30,,
,,info,Processing block batch of size 44 starting from  0xcb4dbd81,438532,463466, 44m55s,,initial-sync,2020-10-07T21:53:24Z,,,9.2,30,,
,,info,Processing block batch of size 44 starting from  0x71704882,438596,463466, 45m32s,,initial-sync,2020-10-07T21:53:30Z,,,9.1,30,,
,,info,Processing block batch of size 48 starting from  0x57224875,438660,463467, 45m11s,,initial-sync,2020-10-07T21:53:37Z,,,9.2,30,,
,,info,Processing block batch of size 48 starting from  0x5b041e0f,438724,463467, 58m54s,,initial-sync,2020-10-07T21:53:43Z,,,7,30,,
,,info,Processing block batch of size 47 starting from  0x70d7c639,438789,463468, 57m31s,,initial-sync,2020-10-07T21:53:51Z,,,7.2,30,,
,,info,Processing block batch of size 47 starting from  0xa1e27c9b,438853,463469, 57m47s,,initial-sync,2020-10-07T21:53:58Z,,,7.1,30,,
,,info,Processing block batch of size 45 starting from  0x7d9c1c4d,438918,463469, 58m52s,,initial-sync,2020-10-07T21:54:04Z,,,7,30,,
,,info,Processing block batch of size 39 starting from  0x698f7944,438981,463470, 1h2m18s,,initial-sync,2020-10-07T21:54:11Z,,,6.5,30,,
,,info,Processing block batch of size 48 starting from  0x4ce0cfa4,439044,463470, 1h1m40s,,initial-sync,2020-10-07T21:54:18Z,,,6.6,30,,
,,info,Processing block batch of size 43 starting from  0xe64de27d,439108,463471, 46m24s,,initial-sync,2020-10-07T21:54:24Z,,,8.8,30,,
,,info,Processing block batch of size 46 starting from  0x0479debf,439172,463471, 59m7s,,initial-sync,2020-10-07T21:54:31Z,,,6.8,30,,
,,info,Processing block batch of size 51 starting from  0x623564fa,439237,463472, 42m58s,,initial-sync,2020-10-07T21:54:37Z,,,9.4,30,,
,,info,Processing block batch of size 43 starting from  0x6aa6951b,439300,463473, 57m33s,,initial-sync,2020-10-07T21:54:44Z,,,7,30,,
,,info,Processing block batch of size 45 starting from  0x50503873,439364,463473, 57m48s,,initial-sync,2020-10-07T21:54:50Z,,,7,30,,
,,info,Processing block batch of size 44 starting from  0x26a225c2,439428,463474, 1h0m43s,,initial-sync,2020-10-07T21:54:57Z,,,6.6,30,,
,,info,Processing block batch of size 46 starting from  0x7d670f6f,439493,463474, 59m12s,,initial-sync,2020-10-07T21:55:04Z,,,6.8,30,,
,,info,Processing block batch of size 48 starting from  0xe5c237f6,439556,463475, 43m34s,,initial-sync,2020-10-07T21:55:10Z,,,9.2,30,,
,,info,Processing block batch of size 40 starting from  0x30a4e7c0,439621,463475, 44m40s,,initial-sync,2020-10-07T21:55:16Z,,,8.9,30,,
,,info,Processing block batch of size 46 starting from  0x16dd06d5,439684,463476, 44m3s,,initial-sync,2020-10-07T21:55:22Z,,,9,30,,
,,info,Processing block batch of size 46 starting from  0xf4846b2e,439748,463476, 43m56s,,initial-sync,2020-10-07T21:55:29Z,,,9,30,,
29,,info,Peer disconnected,,,,/ip4/46.4.51.137/tcp/9000/p2p/16Uiu2HAm2C9yxm5coEYnrWD57AUFZAPRu4Fv39BG6LyjUPTkvrTo,p2p,2020-10-07T21:55:34Z,,,,,,
,,info,Processing block batch of size 43 starting from  0x7cd7a207,439813,463477, 45m4s,,initial-sync,2020-10-07T21:55:35Z,,,8.8,29,,
33,2,info,Peer connected,,,,/ip4/87.171.85.175/tcp/9000/p2p/16Uiu2HAm6Ds34BAHgqeJ1CHC7xTTMoGAn3WjwoJgXw4M3rxZ1geD,p2p,2020-10-07T21:55:41Z,,,,,,
,,info,Processing block batch of size 44 starting from  0xc9b0a4af,439876,463477, 43m56s,,initial-sync,2020-10-07T21:55:41Z,,,8.9,30,,
33,2,info,Peer connected,,,,/ip4/178.62.123.230/tcp/9000/p2p/16Uiu2HAkuhAy1XZrQ5nsJX3hnpP5xMqQdaD7vUuSgfdJus5ApguC,p2p,2020-10-07T21:55:41Z,,,,,,
33,2,info,Peer connected,,,,/ip4/108.12.46.15/tcp/9000/p2p/16Uiu2HAmFkxRAY3Kq726QnyaNJEUhcyRUm5wJpujhXL2GpeU79B6,p2p,2020-10-07T21:55:42Z,,,,,,
,,info,Processing block batch of size 57 starting from  0x5c01bd35,439940,463478, 41m17s,,initial-sync,2020-10-07T21:55:47Z,,,9.5,32,,
,,info,Processing block batch of size 51 starting from  0x90d78154,440004,463478, 40m7s,,initial-sync,2020-10-07T21:55:54Z,,,9.8,32,,
,,info,Processing block batch of size 49 starting from  0x2f0139f4,440068,463479, 49m42s,,initial-sync,2020-10-07T21:56:01Z,,,7.8,32,,
,,info,Processing block batch of size 40 starting from  0xa3fca885,440132,463480, 55m35s,,initial-sync,2020-10-07T21:56:08Z,,,7,32,,
,,info,Processing block batch of size 53 starting from  0xe5bcac92,440196,463480, 54m39s,,initial-sync,2020-10-07T21:56:14Z,,,7.1,32,,
31,,info,Peer disconnected,,,,/ip4/52.5.221.21/tcp/30303/p2p/16Uiu2HAm2igrrt35bXJWADutbnvNnjtdf3Ga3kEh1txbhqs8uh5c,p2p,2020-10-07T21:56:20Z,,,,,,
,,info,Processing block batch of size 47 starting from  0x7098b3aa,440260,463481, 55m17s,,initial-sync,2020-10-07T21:56:21Z,,,7,31,,
,,info,Processing block batch of size 40 starting from  0xf3377a94,440325,463481, 55m8s,,initial-sync,2020-10-07T21:56:27Z,,,7,31,,
,,info,Processing block batch of size 45 starting from  0x2d3f188a,440388,463482, 58m19s,,initial-sync,2020-10-07T21:56:34Z,,,6.6,31,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T21:56:40Z,,,,,eb38569854a9,440319
,,info,Processing block batch of size 45 starting from  0xc79da4dd,440452,463482, 59m3s,,initial-sync,2020-10-07T21:56:41Z,,,6.5,31,,
,,info,Processing block batch of size 44 starting from  0xdd6ee4d4,440516,463483, 43m59s,,initial-sync,2020-10-07T21:56:46Z,,,8.7,31,,
,,info,Processing block batch of size 47 starting from  0x62e08702,440580,463483, 42m10s,,initial-sync,2020-10-07T21:56:53Z,,,9.1,31,,
,,info,Processing block batch of size 47 starting from  0xf45b54b9,440644,463484, 41m36s,,initial-sync,2020-10-07T21:57:00Z,,,9.2,31,,
30,,info,Peer disconnected,,,,/ip4/178.62.123.230/tcp/9000/p2p/16Uiu2HAkuhAy1XZrQ5nsJX3hnpP5xMqQdaD7vUuSgfdJus5ApguC,p2p,2020-10-07T21:57:05Z,,,,,,
,,info,Processing block batch of size 50 starting from  0x62f493d2,440708,463484, 52m43s,,initial-sync,2020-10-07T21:57:06Z,,,7.2,30,,
,,info,Processing block batch of size 51 starting from  0xabe97cd2,440772,463485, 38m49s,,initial-sync,2020-10-07T21:57:12Z,,,9.8,30,,
,,info,Processing block batch of size 46 starting from  0xeca4424c,440836,463485, 38m54s,,initial-sync,2020-10-07T21:57:19Z,,,9.7,30,,
,,info,Processing block batch of size 46 starting from  0x28ec8787,440901,463486, 39m0s,,initial-sync,2020-10-07T21:57:25Z,,,9.7,30,,
29,,info,Peer disconnected,,,,/ip4/54.205.85.204/tcp/9001/p2p/16Uiu2HAmSYgs2RRXGEYgTC16caaqan3sjzaM8xsQCekMwi4Jfj42,p2p,2020-10-07T21:57:30Z,,,,,,
,,info,Processing block batch of size 49 starting from  0xf007d0fd,440964,463486, 39m6s,,initial-sync,2020-10-07T21:57:31Z,,,9.6,29,,
29,,info,Peer disconnected,,,,/ip4/74.57.99.140/tcp/9001/p2p/16Uiu2HAkuwcZ9zGBorbBAJHM1rsVJN9mtdzKteqVR4XvMZdieYnc,p2p,2020-10-07T21:57:35Z,,,,,,
29,2,info,Peer connected,,,,/ip4/83.85.191.116/tcp/9000/p2p/16Uiu2HAmKC8nP1rdCBoVrAqHQX8FWBk6kn5GPkRQ1rzHJWsmS5rh,p2p,2020-10-07T21:57:36Z,,,,,,
30,2,info,Peer connected,,,,/ip4/83.85.180.146/tcp/9001/p2p/16Uiu2HAmBPSe2UunQmAQhZxv6RZdorx6YRBsuov9QSdX6e2Zm4NY,p2p,2020-10-07T21:57:46Z,,,,,,
,,info,Processing block batch of size 41 starting from  0x4db187c6,441028,463488, 1h23m11s,,initial-sync,2020-10-07T21:57:47Z,,,4.5,30,,
,,info,Processing block batch of size 46 starting from  0x308f1cf1,441092,463488, 1h25m48s,,initial-sync,2020-10-07T21:57:53Z,,,4.3,30,,
,,info,Processing block batch of size 49 starting from  0x54e57b14,441156,463489, 54m44s,,initial-sync,2020-10-07T21:57:59Z,,,6.8,30,,
29,,info,Peer disconnected,,,,/ip4/83.85.191.116/tcp/9000/p2p/16Uiu2HAmKC8nP1rdCBoVrAqHQX8FWBk6kn5GPkRQ1rzHJWsmS5rh,p2p,2020-10-07T21:58:00Z,,,,,,
,,info,Processing block batch of size 47 starting from  0x413e6c8b,441220,463489, 40m33s,,initial-sync,2020-10-07T21:58:05Z,,,9.2,29,,
,,info,Processing block batch of size 51 starting from  0xe9b5751f,441284,463490, 38m21s,,initial-sync,2020-10-07T21:58:11Z,,,9.7,29,,
,,info,Processing block batch of size 47 starting from  0x0e33b7e8,441348,463490, 38m2s,,initial-sync,2020-10-07T21:58:18Z,,,9.7,29,,
30,2,info,Peer connected,,,,/ip4/71.58.214.163/tcp/9000/p2p/16Uiu2HAmUTcWZFPTKQnuoG8jFBwyrQPP1aWNSYzgqnwwPwmycwc9,p2p,2020-10-07T21:58:19Z,,,,,,
,,info,Processing block batch of size 51 starting from  0x05d55983,441413,463491, 37m32s,,initial-sync,2020-10-07T21:58:24Z,,,9.8,30,,
29,,info,Peer disconnected,,,,/ip4/108.12.46.15/tcp/9000/p2p/16Uiu2HAmFkxRAY3Kq726QnyaNJEUhcyRUm5wJpujhXL2GpeU79B6,p2p,2020-10-07T21:58:25Z,,,,,,
,,info,Processing block batch of size 42 starting from  0xb864972d,441477,463491, 38m25s,,initial-sync,2020-10-07T21:58:30Z,,,9.6,29,,
,,info,Processing block batch of size 54 starting from  0xb7611466,441540,463492, 37m43s,,initial-sync,2020-10-07T21:58:36Z,,,9.7,29,,
,,info,Processing block batch of size 48 starting from  0x825a1007,441604,463492, 37m24s,,initial-sync,2020-10-07T21:58:43Z,,,9.8,29,,
30,2,info,Peer connected,,,,/ip4/94.252.110.83/tcp/9000/p2p/16Uiu2HAkzBP5ebzC6z2LDmtnuyoxraERQXZvzXvTAjS5Bd5Bo2op,p2p,2020-10-07T21:58:44Z,,,,,,
,,info,Processing block batch of size 42 starting from  0x17aedc8f,441668,463493, 39m6s,,initial-sync,2020-10-07T21:58:49Z,,,9.3,30,,
,,info,Processing block batch of size 45 starting from  0x08e3f8b2,441732,463494, 53m44s,,initial-sync,2020-10-07T21:58:56Z,,,6.8,30,,
,,info,Processing block batch of size 53 starting from  0x17f3d23d,441796,463494, 51m39s,,initial-sync,2020-10-07T21:59:03Z,,,7,30,,
,,info,Processing block batch of size 51 starting from  0xf447c4ea,441860,463495, 48m24s,,initial-sync,2020-10-07T21:59:09Z,,,7.5,30,,
,,info,Processing block batch of size 49 starting from  0xf46f251f,441924,463495, 46m59s,,initial-sync,2020-10-07T21:59:15Z,,,7.7,30,,
,,info,Processing block batch of size 50 starting from  0xed0c79de,441988,463496, 35m19s,,initial-sync,2020-10-07T21:59:21Z,,,10.2,30,,
29,,info,Peer disconnected,,,,/ip4/87.171.85.175/tcp/9000/p2p/16Uiu2HAm6Ds34BAHgqeJ1CHC7xTTMoGAn3WjwoJgXw4M3rxZ1geD,p2p,2020-10-07T21:59:27Z,,,,,,
,,info,Processing block batch of size 39 starting from  0xf4052647,442052,463496, 37m49s,,initial-sync,2020-10-07T21:59:28Z,,,9.4,29,,
30,2,info,Peer connected,,,,/ip4/213.136.82.9/tcp/9000/p2p/16Uiu2HAm7ePPK9vCL4Fo6BTBUZMxqfYgKwqqhNnrdwyRSpo9Kbyw,p2p,2020-10-07T21:59:33Z,,,,,,
,,info,Processing block batch of size 51 starting from  0xefb77f85,442116,463497, 37m42s,,initial-sync,2020-10-07T21:59:35Z,,,9.4,30,,
,,info,Processing block batch of size 41 starting from  0x4b9652d2,442180,463497, 54m14s,,initial-sync,2020-10-07T21:59:41Z,,,6.5,30,,
29,,info,Peer disconnected,,,,/ip4/213.136.82.9/tcp/9000/p2p/16Uiu2HAm7ePPK9vCL4Fo6BTBUZMxqfYgKwqqhNnrdwyRSpo9Kbyw,p2p,2020-10-07T21:59:45Z,,,,,,
,,info,Processing block batch of size 44 starting from  0xc525843d,442244,463498, 52m5s,,initial-sync,2020-10-07T21:59:47Z,,,6.8,29,,
32,2,info,Peer connected,,,,/ip4/86.154.70.98/tcp/9000/p2p/16Uiu2HAmRo6KeTUWM67cY95L2WE6hggLbpfhBsp1951gvRKpzGFJ,p2p,2020-10-07T21:59:51Z,,,,,,
32,2,info,Peer connected,,,,/ip4/73.196.205.64/tcp/9000/p2p/16Uiu2HAmAuQf2rKzN3RN7NszKTRjNJFwmd1Yb2gMVi24dyieG848,p2p,2020-10-07T21:59:51Z,,,,,,
32,2,info,Peer connected,,,,/ip4/40.77.27.225/tcp/9000/p2p/16Uiu2HAmHA4qmKBmjnaYwacoymtrRLjZgFEnM8YPWvXDN2AnsdBL,p2p,2020-10-07T21:59:52Z,,,,,,
,,info,Processing block batch of size 43 starting from  0xfa3bb903,442310,463498, 39m27s,,initial-sync,2020-10-07T21:59:53Z,,,8.9,32,,
,,info,Processing block batch of size 50 starting from  0xc4a1b44a,442372,463499, 39m33s,,initial-sync,2020-10-07T22:00:00Z,,,8.9,32,,
,,info,Processing block batch of size 49 starting from  0x00537c61,442436,463499, 37m44s,,initial-sync,2020-10-07T22:00:06Z,,,9.3,32,,
31,,info,Peer disconnected,,,,/ip4/94.252.110.83/tcp/9000/p2p/16Uiu2HAkzBP5ebzC6z2LDmtnuyoxraERQXZvzXvTAjS5Bd5Bo2op,p2p,2020-10-07T22:00:09Z,,,,,,
,,info,Saved state in DB,,,,,state-gen,2020-10-07T22:00:13Z,,,,,45ea70f6f3e1,442368
,,info,Processing block batch of size 49 starting from  0xfaa14393,442500,463500, 36m38s,,initial-sync,2020-10-07T22:00:13Z,,,9.6,31,,
,,info,Processing block batch of size 49 starting from  0xc02052c3,442564,463500, 35m25s,,initial-sync,2020-10-07T22:00:19Z,,,9.8,31,,
,,info,Processing block batch of size 46 starting from  0x7ac52cac,442628,463501, 36m3s,,initial-sync,2020-10-07T22:00:26Z,,,9.7,31,,
,,info,Processing block batch of size 46 starting from  0xd36f3c75,442692,463502, 49m11s,,initial-sync,2020-10-07T22:00:33Z,,,7,31,,
,,info,Processing block batch of size 49 starting from  0x66aade1e,442757,463502, 49m2s,,initial-sync,2020-10-07T22:00:40Z,,,7,31,,
30,,info,Peer disconnected,,,,/ip4/40.77.27.225/tcp/9000/p2p/16Uiu2HAmHA4qmKBmjnaYwacoymtrRLjZgFEnM8YPWvXDN2AnsdBL,p2p,2020-10-07T22:00:41Z,,,,,,
,,info,Processing block batch of size 45 starting from  0x3311d141,442820,463503, 49m14s,,initial-sync,2020-10-07T22:00:47Z,,,7,30,,
29,,info,Peer disconnected,,,,/ip4/83.85.180.146/tcp/9001/p2p/16Uiu2HAmBPSe2UunQmAQhZxv6RZdorx6YRBsuov9QSdX6e2Zm4NY,p2p,2020-10-07T22:00:53Z,,,,,,
,,info,Processing block batch of size 51 starting from  0xe4577c36,442886,463503, 47m23s,,initial-sync,2020-10-07T22:00:54Z,,,7.2,29,,
36,2,info,Peer connected,,,,/ip4/77.98.106.13/tcp/13000/p2p/16Uiu2HAm6xNnFpFK7P5Y8MLo9jZY8eWf4D96z5XUQ1Gpho7gLaqF,p2p,2020-10-07T22:00:58Z,,,,,,
,,info,Processing block batch of size 46 starting from  0x967d0c9c,442949,463504, 35m52s,,initial-sync,2020-10-07T22:00:59Z,,,9.6,30,,
36,2,info,Peer connected,,,,/ip4/52.74.25.142/tcp/9001/p2p/16Uiu2HAmFVKh42Fz9PR6dBSoYiLHG2ka6fTGNWNFaeQENbzZpvcp,p2p,2020-10-07T22:01:00Z,,,,,,
36,2,info,Peer connected,,,,/ip4/143.178.151.183/tcp/9000/p2p/16Uiu2HAkwd9d3npKmu7tpBYVfYWRwg38iu7xKtczGz6RGhWPa9K2,p2p,2020-10-07T22:01:02Z,,,,,,
36,2,info,Peer connected,,,,/ip4/92.0.73.35/tcp/9000/p2p/16Uiu2HAmHASD8XGLzsm17dqhAAKtUomfztrVFyfHTEnp7Dq8AwVb,p2p,2020-10-07T22:01:02Z,,,,,,
