datetime,est_time,speed,distance_in_slots,peers
Oct 08 02:45:14, 1 hr 25 mins, speed: 26.67 slots/sec,136477, peers: 24
Oct 08 02:45:26, 1 hr 25 mins, speed: 26.67 slots/sec,136222, peers: 20
Oct 08 02:45:38, 1 hr 46 mins, speed: 21.33 slots/sec,135967, peers: 23
Oct 08 02:45:50, 1 hr 46 mins, speed: 21.33 slots/sec,135712, peers: 22
Oct 08 02:46:02, 1 hr 45 mins, speed: 21.33 slots/sec,135457, peers: 20
Oct 08 02:46:14, 1 hr 24 mins, speed: 26.65 slots/sec,134947, peers: 17
Oct 08 02:46:26, 1 hr 24 mins, speed: 26.67 slots/sec,134691, peers: 17
Oct 08 02:46:38, 1 hr 24 mins, speed: 26.67 slots/sec,134436, peers: 15
Oct 08 02:46:50, 1 hr 23 mins, speed: 26.67 slots/sec,134181, peers: 16
Oct 08 02:47:02, 1 hr 44 mins, speed: 21.35 slots/sec,133926, peers: 16
Oct 08 02:47:14, 1 hr 51 mins, speed: 20.00 slots/sec,133735, peers: 20
Oct 08 02:47:26, 1 hr 51 mins, speed: 19.98 slots/sec,133481, peers: 20
Oct 08 02:47:38, 2 hrs 31 mins, speed: 14.65 slots/sec,133482, peers: 17
Oct 08 02:47:50, 2 hrs 31 mins, speed: 14.67 slots/sec,133226, peers: 17
Oct 08 02:48:02, 2 hrs 18 mins, speed: 15.98 slots/sec,132972, peers: 18
Oct 08 02:48:14, 2 hrs 18 mins, speed: 16.02 slots/sec,132716, peers: 19
Oct 08 02:48:26, 1 hr 43 mins, speed: 21.36 slots/sec,132461, peers: 18
Oct 08 02:48:38, 1 hr 43 mins, speed: 21.33 slots/sec,132206, peers: 18
Oct 08 02:48:50, 1 hr 42 mins, speed: 21.36 slots/sec,131951, peers: 23
Oct 08 02:49:02, 1 hr 42 mins, speed: 21.33 slots/sec,131696, peers: 19
Oct 08 02:49:14, 1 hr 21 mins, speed: 26.67 slots/sec,131185, peers: 23
Oct 08 02:49:26, 1 hr 21 mins, speed: 26.65 slots/sec,130931, peers: 23
Oct 08 02:49:38, 1 hr 21 mins, speed: 26.67 slots/sec,130675, peers: 22
Oct 08 02:49:50, 1 hr 21 mins, speed: 26.65 slots/sec,130421, peers: 29
Oct 08 02:50:02, 1 hr 41 mins, speed: 21.33 slots/sec,130165, peers: 27
Oct 08 02:50:14, 1 hr 41 mins, speed: 21.35 slots/sec,129910, peers: 27
Oct 08 02:50:26, 1 hr 41 mins, speed: 21.33 slots/sec,129655, peers: 26
Oct 08 02:50:38, 1 hr 40 mins, speed: 21.36 slots/sec,129400, peers: 29
Oct 08 02:50:50, 1 hr 20 mins, speed: 26.67 slots/sec,128889, peers: 29
Oct 08 02:51:02, 1 hr 20 mins, speed: 26.67 slots/sec,128634, peers: 26
Oct 08 02:51:14, 1 hr 20 mins, speed: 26.65 slots/sec,128380, peers: 26
Oct 08 02:51:26, 1 hr 20 mins, speed: 26.65 slots/sec,128125, peers: 30
Oct 08 02:51:38, 1 hr 39 mins, speed: 21.33 slots/sec,127869, peers: 28
Oct 08 02:51:50, 1 hr 19 mins, speed: 26.65 slots/sec,127359, peers: 27
Oct 08 02:52:02, 1 hr 19 mins, speed: 26.69 slots/sec,127103, peers: 26
Oct 08 02:52:14, 1 hr 19 mins, speed: 26.69 slots/sec,126848, peers: 25
Oct 08 02:52:26, 1 hr 5 mins, speed: 31.98 slots/sec,126338, peers: 25
Oct 08 02:52:38, 1 hr 18 mins, speed: 26.67 slots/sec,126083, peers: 24
Oct 08 02:52:50, 1 hr 18 mins, speed: 26.67 slots/sec,125827, peers: 27
Oct 08 02:53:02, 1 hr 18 mins, speed: 26.63 slots/sec,125574, peers: 26
Oct 08 02:53:14, 1 hr 37 mins, speed: 21.34 slots/sec,125318, peers: 29
Oct 08 02:53:26, 1 hr 17 mins, speed: 26.69 slots/sec,124806, peers: 29
Oct 08 02:53:38, 1 hr 17 mins, speed: 26.67 slots/sec,124551, peers: 28
Oct 08 02:53:50, 1 hr 17 mins, speed: 26.71 slots/sec,124296, peers: 30
Oct 08 02:54:02, 1 hr 17 mins, speed: 26.69 slots/sec,124041, peers: 28
Oct 08 02:54:14, 1 hr 36 mins, speed: 21.31 slots/sec,123787, peers: 28
Oct 08 02:54:26, 1 hr 36 mins, speed: 21.33 slots/sec,123531, peers: 28
Oct 08 02:54:38, 1 hr 46 mins, speed: 19.33 slots/sec,123372, peers: 26
Oct 08 02:54:50, 1 hr 23 mins, speed: 24.67 slots/sec,122861, peers: 29
Oct 08 02:55:02, 1 hr 45 mins, speed: 19.36 slots/sec,122862, peers: 28
Oct 08 02:55:14, 1 hr 45 mins, speed: 19.33 slots/sec,122607, peers: 29
Oct 08 02:55:26, 1 hr 35 mins, speed: 21.33 slots/sec,122352, peers: 28
Oct 08 02:55:38, 2 hrs 7 mins, speed: 15.94 slots/sec,122100, peers: 33
Oct 08 02:55:50, 1 hr 35 mins, speed: 21.33 slots/sec,121842, peers: 33
Oct 08 02:56:02, 1 hr 34 mins, speed: 21.33 slots/sec,121587, peers: 32
Oct 08 02:56:14, 1 hr 34 mins, speed: 21.33 slots/sec,121332, peers: 29
Oct 08 02:56:26, 1 hr 34 mins, speed: 21.40 slots/sec,121077, peers: 31
Oct 08 02:56:38, 1 hr 34 mins, speed: 21.33 slots/sec,120822, peers: 30
Oct 08 02:56:50, 1 hr 34 mins, speed: 21.33 slots/sec,120567, peers: 39
Oct 08 02:57:02, 1 hr 34 mins, speed: 21.31 slots/sec,120313, peers: 36
Oct 08 02:57:14, 1 hr 33 mins, speed: 21.31 slots/sec,120058, peers: 32
Oct 08 02:57:26, 1 hr 33 mins, speed: 21.31 slots/sec,119803, peers: 36
Oct 08 02:57:38, 1 hr 33 mins, speed: 21.31 slots/sec,119548, peers: 36
Oct 08 02:57:50, 1 hr 33 mins, speed: 21.36 slots/sec,119292, peers: 38
Oct 08 02:58:02, 1 hr 32 mins, speed: 21.36 slots/sec,119037, peers: 34
Oct 08 02:58:14, 1 hr 32 mins, speed: 21.33 slots/sec,118783, peers: 32
Oct 08 02:58:26, 1 hr 32 mins, speed: 21.29 slots/sec,118530, peers: 35
Oct 08 02:58:38, 1 hr 32 mins, speed: 21.33 slots/sec,118272, peers: 33
Oct 08 02:58:50, 1 hr 32 mins, speed: 21.33 slots/sec,118017, peers: 33
Oct 08 02:59:02, 1 hr 32 mins, speed: 21.33 slots/sec,117763, peers: 31
Oct 08 02:59:14, 1 hr 31 mins, speed: 21.38 slots/sec,117508, peers: 31
Oct 08 02:59:26, 1 hr 31 mins, speed: 21.33 slots/sec,117252, peers: 34
Oct 08 02:59:38, 1 hr 31 mins, speed: 21.33 slots/sec,116997, peers: 34
Oct 08 02:59:50, 1 hr 31 mins, speed: 21.36 slots/sec,116742, peers: 40
Oct 08 03:00:02, 1 hr 30 mins, speed: 21.36 slots/sec,116487, peers: 39
Oct 08 03:00:14, 2 hrs 1 mins, speed: 16.00 slots/sec,116488, peers: 38
Oct 08 03:00:26, 2 hrs 1 mins, speed: 15.98 slots/sec,116234, peers: 38
Oct 08 03:00:38, 2 hrs 0 mins, speed: 16.00 slots/sec,115978, peers: 33
Oct 08 03:00:50, 2 hrs 0 mins, speed: 16.00 slots/sec,115723, peers: 32
Oct 08 03:01:02, 1 hr 30 mins, speed: 21.31 slots/sec,115469, peers: 31
Oct 08 03:01:14, 1 hr 29 mins, speed: 21.35 slots/sec,115213, peers: 32
Oct 08 03:01:26, 2 hrs 0 mins, speed: 16.00 slots/sec,115214, peers: 31
Oct 08 03:01:38, 3 hrs 0 mins, speed: 10.67 slots/sec,115215, peers: 30
Oct 08 03:01:50, 3 hrs 41 mins, speed: 8.67 slots/sec,115057, peers: 32
Oct 08 03:02:02, 3 hrs 41 mins, speed: 8.63 slots/sec,114803, peers: 27
Oct 08 03:02:14, 2 hrs 16 mins, speed: 14.00 slots/sec,114546, peers: 29
Oct 08 03:02:26, 1 hr 38 mins, speed: 19.33 slots/sec,114291, peers: 25
Oct 08 03:02:38, 1 hr 29 mins, speed: 21.33 slots/sec,114037, peers: 25
Oct 08 03:02:50, 1 hr 28 mins, speed: 21.35 slots/sec,113782, peers: 28
Oct 08 03:03:02, 1 hr 58 mins, speed: 15.98 slots/sec,113783, peers: 26
Oct 08 03:03:14, 1 hr 58 mins, speed: 16.00 slots/sec,113527, peers: 33
Oct 08 03:03:26, 1 hr 57 mins, speed: 16.02 slots/sec,113272, peers: 32
Oct 08 03:03:38, 1 hr 57 mins, speed: 16.02 slots/sec,113017, peers: 29
Oct 08 03:03:50, 1 hr 28 mins, speed: 21.33 slots/sec,112763, peers: 27
Oct 08 03:04:02, 1 hr 27 mins, speed: 21.31 slots/sec,112508, peers: 31
Oct 08 03:04:14, 1 hr 27 mins, speed: 21.33 slots/sec,112252, peers: 31
Oct 08 03:04:26, 1 hr 27 mins, speed: 21.33 slots/sec,111997, peers: 32
Oct 08 03:04:38, 1 hr 27 mins, speed: 21.36 slots/sec,111742, peers: 30
Oct 08 03:04:50, 1 hr 56 mins, speed: 16.02 slots/sec,111743, peers: 28
Oct 08 03:05:02, 1 hr 56 mins, speed: 16.00 slots/sec,111488, peers: 25
Oct 08 03:05:14, 1 hr 55 mins, speed: 16.00 slots/sec,111233, peers: 26
Oct 08 03:05:26, 1 hr 55 mins, speed: 15.98 slots/sec,110979, peers: 27
Oct 08 03:05:38, 1 hr 26 mins, speed: 21.33 slots/sec,110723, peers: 27
Oct 08 03:05:50, 1 hr 26 mins, speed: 21.33 slots/sec,110468, peers: 29
Oct 08 03:06:02, 1 hr 26 mins, speed: 21.31 slots/sec,110214, peers: 29
Oct 08 03:06:14, 1 hr 54 mins, speed: 16.00 slots/sec,110215, peers: 32
Oct 08 03:06:26, 1 hr 54 mins, speed: 16.00 slots/sec,109959, peers: 32
Oct 08 03:06:38, 1 hr 54 mins, speed: 15.98 slots/sec,109705, peers: 32
Oct 08 03:06:50, 1 hr 53 mins, speed: 16.02 slots/sec,109449, peers: 30
Oct 08 03:07:02, 1 hr 25 mins, speed: 21.35 slots/sec,109194, peers: 30
Oct 08 03:07:14, 1 hr 25 mins, speed: 21.31 slots/sec,108940, peers: 28
Oct 08 03:07:26, 1 hr 53 mins, speed: 16.00 slots/sec,108941, peers: 28
Oct 08 03:07:38, 1 hr 53 mins, speed: 16.00 slots/sec,108685, peers: 29
Oct 08 03:07:50, 1 hr 53 mins, speed: 15.98 slots/sec,108431, peers: 25
Oct 08 03:08:02, 1 hr 52 mins, speed: 16.00 slots/sec,108176, peers: 20
Oct 08 03:08:14, 1 hr 24 mins, speed: 21.33 slots/sec,107921, peers: 20
Oct 08 03:08:26, 1 hr 24 mins, speed: 21.33 slots/sec,107665, peers: 20
Oct 08 03:08:38, 1 hr 52 mins, speed: 16.02 slots/sec,107666, peers: 19
Oct 08 03:08:50, 2 hrs 2 mins, speed: 14.67 slots/sec,107476, peers: 22
Oct 08 03:09:02, 2 hrs 2 mins, speed: 14.65 slots/sec,107222, peers: 20
Oct 08 03:09:14, 3 hrs 12 mins, speed: 9.29 slots/sec,107223, peers: 21
Oct 08 03:09:26, 2 hrs 1 mins, speed: 14.67 slots/sec,106966, peers: 21
Oct 08 03:09:38, 1 hr 51 mins, speed: 16.00 slots/sec,106712, peers: 21
Oct 08 03:09:50, 1 hr 50 mins, speed: 16.02 slots/sec,106457, peers: 22
Oct 08 03:10:02, 1 hr 22 mins, speed: 21.36 slots/sec,106202, peers: 21
Oct 08 03:10:14, 1 hr 50 mins, speed: 15.98 slots/sec,106203, peers: 21
Oct 08 03:10:26, 1 hr 50 mins, speed: 16.02 slots/sec,105947, peers: 22
Oct 08 03:10:38, 1 hr 49 mins, speed: 16.02 slots/sec,105692, peers: 21
Oct 08 03:10:50, 1 hr 49 mins, speed: 16.00 slots/sec,105438, peers: 22
Oct 08 03:11:02, 1 hr 22 mins, speed: 21.36 slots/sec,105182, peers: 20
Oct 08 03:11:14, 1 hr 21 mins, speed: 21.33 slots/sec,104927, peers: 20
Oct 08 03:11:26, 1 hr 21 mins, speed: 21.33 slots/sec,104672, peers: 22
Oct 08 03:11:38, 1 hr 48 mins, speed: 16.02 slots/sec,104673, peers: 20
Oct 08 03:11:50, 1 hr 48 mins, speed: 16.00 slots/sec,104418, peers: 28
Oct 08 03:12:02, 1 hr 48 mins, speed: 15.98 slots/sec,104164, peers: 27
Oct 08 03:12:14, 1 hr 48 mins, speed: 15.98 slots/sec,103909, peers: 26
Oct 08 03:12:26, 1 hr 48 mins, speed: 15.98 slots/sec,103910, peers: 28
Oct 08 03:12:38, 1 hr 47 mins, speed: 16.00 slots/sec,103654, peers: 26
Oct 08 03:12:50, 1 hr 57 mins, speed: 14.69 slots/sec,103463, peers: 32
Oct 08 03:13:02, 3 hrs 4 mins, speed: 9.35 slots/sec,103464, peers: 30
Oct 08 03:13:14, 3 hrs 4 mins, speed: 9.35 slots/sec,103465, peers: 28
Oct 08 03:13:26, 7 hrs 11 mins, speed: 4.00 slots/sec,103466, peers: 26
Oct 08 03:13:38, 5 hrs 23 mins, speed: 5.31 slots/sec,103212, peers: 25
Oct 08 03:13:50, 2 hrs 40 mins, speed: 10.67 slots/sec,102956, peers: 25
Oct 08 03:14:02, 1 hr 46 mins, speed: 16.00 slots/sec,102701, peers: 28
Oct 08 03:14:14, 1 hr 46 mins, speed: 16.00 slots/sec,102702, peers: 25
Oct 08 03:14:26, 1 hr 46 mins, speed: 16.02 slots/sec,102447, peers: 28
Oct 08 03:14:38, 1 hr 46 mins, speed: 16.00 slots/sec,102192, peers: 26
Oct 08 03:14:50, 1 hr 46 mins, speed: 16.00 slots/sec,101937, peers: 28
Oct 08 03:15:02, 1 hr 46 mins, speed: 16.00 slots/sec,101938, peers: 27
Oct 08 03:15:14, 1 hr 45 mins, speed: 16.00 slots/sec,101683, peers: 27
Oct 08 03:15:26, 1 hr 45 mins, speed: 16.00 slots/sec,101428, peers: 27
Oct 08 03:15:38, 1 hr 45 mins, speed: 16.00 slots/sec,101173, peers: 27
Oct 08 03:15:50, 1 hr 18 mins, speed: 21.33 slots/sec,100918, peers: 27
Oct 08 03:16:02, 1 hr 18 mins, speed: 21.33 slots/sec,100663, peers: 32
Oct 08 03:16:14, 1 hr 44 mins, speed: 16.00 slots/sec,100664, peers: 31
Oct 08 03:16:26, 1 hr 44 mins, speed: 16.00 slots/sec,100409, peers: 30
Oct 08 03:16:38, 1 hr 44 mins, speed: 16.00 slots/sec,100154, peers: 27
Oct 08 03:16:50, 1 hr 44 mins, speed: 16.00 slots/sec,99899, peers: 29
Oct 08 03:17:02, 1 hr 17 mins, speed: 21.33 slots/sec,99644, peers: 29
Oct 08 03:17:14, 1 hr 17 mins, speed: 21.31 slots/sec,99390, peers: 29
Oct 08 03:17:26, 1 hr 17 mins, speed: 21.33 slots/sec,99134, peers: 31
Oct 08 03:17:38, 1 hr 43 mins, speed: 16.00 slots/sec,99135, peers: 28
Oct 08 03:17:50, 1 hr 42 mins, speed: 16.00 slots/sec,98880, peers: 33
Oct 08 03:18:02, 1 hr 42 mins, speed: 16.02 slots/sec,98625, peers: 33
Oct 08 03:18:14, 1 hr 42 mins, speed: 16.00 slots/sec,98370, peers: 34
Oct 08 03:18:26, 1 hr 42 mins, speed: 16.00 slots/sec,98371, peers: 33
Oct 08 03:18:38, 1 hr 42 mins, speed: 16.00 slots/sec,98116, peers: 35
Oct 08 03:18:50, 1 hr 41 mins, speed: 16.00 slots/sec,97861, peers: 34
Oct 08 03:19:02, 1 hr 41 mins, speed: 16.00 slots/sec,97606, peers: 33
Oct 08 03:19:14, 1 hr 41 mins, speed: 16.00 slots/sec,97607, peers: 39
Oct 08 03:19:26, 1 hr 41 mins, speed: 16.00 slots/sec,97352, peers: 37
Oct 08 03:19:38, 1 hr 41 mins, speed: 16.00 slots/sec,97097, peers: 36
Oct 08 03:19:50, 1 hr 40 mins, speed: 16.00 slots/sec,96842, peers: 35
Oct 08 03:20:02, 1 hr 15 mins, speed: 21.33 slots/sec,96587, peers: 34
Oct 08 03:20:14, 1 hr 15 mins, speed: 21.31 slots/sec,96333, peers: 37
Oct 08 03:20:26, 1 hr 40 mins, speed: 15.98 slots/sec,96334, peers: 37
Oct 08 03:20:38, 1 hr 49 mins, speed: 14.65 slots/sec,96143, peers: 35
Oct 08 03:20:50, 1 hr 49 mins, speed: 14.65 slots/sec,95888, peers: 34
Oct 08 03:21:02, 1 hr 48 mins, speed: 14.69 slots/sec,95632, peers: 32
Oct 08 03:21:14, 1 hr 19 mins, speed: 20.02 slots/sec,95377, peers: 30
Oct 08 03:21:26, 1 hr 39 mins, speed: 16.02 slots/sec,95378, peers: 30
Oct 08 03:21:38, 1 hr 38 mins, speed: 16.02 slots/sec,95123, peers: 28
Oct 08 03:21:50, 1 hr 38 mins, speed: 16.00 slots/sec,94868, peers: 30
Oct 08 03:22:02, 1 hr 38 mins, speed: 15.98 slots/sec,94614, peers: 28
Oct 08 03:22:14, 1 hr 13 mins, speed: 21.33 slots/sec,94358, peers: 28
Oct 08 03:22:26, 1 hr 38 mins, speed: 16.00 slots/sec,94359, peers: 27
Oct 08 03:22:38, 1 hr 38 mins, speed: 16.00 slots/sec,94104, peers: 24
Oct 08 03:22:50, 1 hr 37 mins, speed: 16.02 slots/sec,93849, peers: 28
Oct 08 03:23:02, 1 hr 37 mins, speed: 16.00 slots/sec,93594, peers: 27
Oct 08 03:23:14, 1 hr 37 mins, speed: 16.00 slots/sec,93595, peers: 27
Oct 08 03:23:26, 1 hr 37 mins, speed: 16.00 slots/sec,93340, peers: 31
Oct 08 03:23:38, 1 hr 36 mins, speed: 16.00 slots/sec,93085, peers: 31
Oct 08 03:23:50, 1 hr 36 mins, speed: 15.98 slots/sec,92831, peers: 31
Oct 08 03:24:02, 1 hr 12 mins, speed: 21.29 slots/sec,92577, peers: 31
Oct 08 03:24:14, 1 hr 12 mins, speed: 21.31 slots/sec,92321, peers: 30
Oct 08 03:24:26, 1 hr 36 mins, speed: 15.98 slots/sec,92322, peers: 32
Oct 08 03:24:38, 1 hr 35 mins, speed: 16.02 slots/sec,92066, peers: 29
Oct 08 03:24:50, 1 hr 35 mins, speed: 16.02 slots/sec,91812, peers: 30
Oct 08 03:25:02, 2 hrs 23 mins, speed: 10.67 slots/sec,91813, peers: 29
Oct 08 03:25:14, 1 hr 35 mins, speed: 16.02 slots/sec,91557, peers: 30
Oct 08 03:25:26, 1 hr 35 mins, speed: 15.98 slots/sec,91303, peers: 28
Oct 08 03:25:38, 2 hrs 22 mins, speed: 10.67 slots/sec,91304, peers: 27
Oct 08 03:25:50, 1 hr 34 mins, speed: 16.02 slots/sec,91048, peers: 31
Oct 08 03:26:02, 1 hr 34 mins, speed: 15.98 slots/sec,90794, peers: 29
Oct 08 03:26:14, 2 hrs 21 mins, speed: 10.67 slots/sec,90795, peers: 27
Oct 08 03:26:26, 1 hr 34 mins, speed: 16.02 slots/sec,90539, peers: 33
Oct 08 03:26:38, 1 hr 34 mins, speed: 16.00 slots/sec,90284, peers: 30
Oct 08 03:26:50, 2 hrs 20 mins, speed: 10.69 slots/sec,90285, peers: 25
Oct 08 03:27:02, 1 hr 47 mins, speed: 14.02 slots/sec,90126, peers: 25
Oct 08 03:27:14, 1 hr 46 mins, speed: 14.00 slots/sec,89871, peers: 25
Oct 08 03:27:26, 1 hr 46 mins, speed: 14.00 slots/sec,89616, peers: 25
Oct 08 03:27:38, 1 hr 17 mins, speed: 19.31 slots/sec,89362, peers: 23
Oct 08 03:27:50, 1 hr 22 mins, speed: 18.00 slots/sec,89266, peers: 23
Oct 08 03:28:02, 1 hr 57 mins, speed: 12.67 slots/sec,89267, peers: 19
Oct 08 03:28:14, 1 hr 57 mins, speed: 12.67 slots/sec,89012, peers: 22
Oct 08 03:28:26, 1 hr 56 mins, speed: 12.67 slots/sec,88758, peers: 21
Oct 08 03:28:38, 1 hr 32 mins, speed: 16.00 slots/sec,88502, peers: 22
Oct 08 03:28:50, 1 hr 32 mins, speed: 16.00 slots/sec,88503, peers: 19
Oct 08 03:29:02, 1 hr 40 mins, speed: 14.65 slots/sec,88313, peers: 18
Oct 08 03:29:14, 1 hr 39 mins, speed: 14.69 slots/sec,88057, peers: 16
Oct 08 03:29:26, 2 hrs 17 mins, speed: 10.65 slots/sec,87995, peers: 18
Oct 08 03:29:38, 1 hr 31 mins, speed: 16.00 slots/sec,87739, peers: 22
Oct 08 03:29:50, 2 hrs 1 mins, speed: 12.02 slots/sec,87740, peers: 22
Oct 08 03:30:02, 2 hrs 1 mins, speed: 11.98 slots/sec,87486, peers: 21
Oct 08 03:30:14, 1 hr 39 mins, speed: 14.67 slots/sec,87295, peers: 18
Oct 08 03:30:26, 1 hr 38 mins, speed: 14.67 slots/sec,87039, peers: 18
Oct 08 03:30:38, 1 hr 38 mins, speed: 14.67 slots/sec,87040, peers: 18
Oct 08 03:30:50, 1 hr 38 mins, speed: 14.69 slots/sec,86785, peers: 22
Oct 08 03:31:02, 1 hr 30 mins, speed: 16.02 slots/sec,86530, peers: 21
Oct 08 03:31:14, 1 hr 29 mins, speed: 15.98 slots/sec,86276, peers: 23
Oct 08 03:31:26, 1 hr 29 mins, speed: 15.98 slots/sec,86277, peers: 23
Oct 08 03:31:38, 1 hr 29 mins, speed: 16.00 slots/sec,86021, peers: 26
Oct 08 03:31:50, 1 hr 29 mins, speed: 16.00 slots/sec,85766, peers: 25
Oct 08 03:32:02, 1 hr 37 mins, speed: 14.69 slots/sec,85575, peers: 24
Oct 08 03:32:14, 1 hr 37 mins, speed: 14.69 slots/sec,85576, peers: 23
Oct 08 03:32:26, 1 hr 36 mins, speed: 14.67 slots/sec,85321, peers: 26
Oct 08 03:32:38, 1 hr 36 mins, speed: 14.65 slots/sec,85067, peers: 24
Oct 08 03:32:50, 1 hr 28 mins, speed: 15.98 slots/sec,84812, peers: 24
Oct 08 03:33:02, 1 hr 6 mins, speed: 21.33 slots/sec,84556, peers: 23
Oct 08 03:33:14, 1 hr 28 mins, speed: 16.00 slots/sec,84557, peers: 25
Oct 08 03:33:26, 1 hr 27 mins, speed: 16.00 slots/sec,84303, peers: 24
Oct 08 03:33:38, 1 hr 27 mins, speed: 16.02 slots/sec,84047, peers: 22
Oct 08 03:33:50, 1 hr 27 mins, speed: 16.00 slots/sec,83792, peers: 22
Oct 08 03:34:02, 1 hr 5 mins, speed: 21.33 slots/sec,83537, peers: 20
Oct 08 03:34:14, 1 hr 26 mins, speed: 16.02 slots/sec,83538, peers: 21
Oct 08 03:34:26, 1 hr 26 mins, speed: 16.00 slots/sec,83283, peers: 21
Oct 08 03:34:38, 1 hr 26 mins, speed: 16.00 slots/sec,83028, peers: 22
Oct 08 03:34:50, 1 hr 26 mins, speed: 16.00 slots/sec,82773, peers: 22
Oct 08 03:35:02, 1 hr 4 mins, speed: 21.33 slots/sec,82518, peers: 21
Oct 08 03:35:14, 1 hr 25 mins, speed: 16.00 slots/sec,82519, peers: 24
Oct 08 03:35:26, 1 hr 25 mins, speed: 16.00 slots/sec,82264, peers: 23
Oct 08 03:35:38, 1 hr 25 mins, speed: 16.00 slots/sec,82009, peers: 21
Oct 08 03:35:50, 2 hrs 8 mins, speed: 10.67 slots/sec,82010, peers: 21
Oct 08 03:36:02, 1 hr 25 mins, speed: 16.00 slots/sec,81755, peers: 20
Oct 08 03:36:14, 1 hr 25 mins, speed: 15.96 slots/sec,81502, peers: 22
Oct 08 03:36:26, 1 hr 24 mins, speed: 16.00 slots/sec,81245, peers: 21
Oct 08 03:36:38, 1 hr 24 mins, speed: 16.00 slots/sec,81246, peers: 20
Oct 08 03:36:50, 1 hr 24 mins, speed: 15.98 slots/sec,80992, peers: 21
Oct 08 03:37:02, 1 hr 23 mins, speed: 16.04 slots/sec,80736, peers: 19
Oct 08 03:37:14, 2 hrs 6 mins, speed: 10.67 slots/sec,80737, peers: 18
Oct 08 03:37:26, 1 hr 23 mins, speed: 16.00 slots/sec,80482, peers: 22
Oct 08 03:37:38, 1 hr 23 mins, speed: 15.98 slots/sec,80229, peers: 27
Oct 08 03:37:50, 2 hrs 5 mins, speed: 10.63 slots/sec,80230, peers: 27
Oct 08 03:38:02, 1 hr 23 mins, speed: 16.00 slots/sec,79973, peers: 23
Oct 08 03:38:14, 2 hrs 4 mins, speed: 10.67 slots/sec,79974, peers: 27
Oct 08 03:38:26, 2 hrs 22 mins, speed: 9.35 slots/sec,79784, peers: 24
Oct 08 03:38:38, 2 hrs 22 mins, speed: 9.35 slots/sec,79785, peers: 22
Oct 08 03:38:50, 2 hrs 22 mins, speed: 9.29 slots/sec,79531, peers: 25
Oct 08 03:39:02, 2 hrs 22 mins, speed: 9.29 slots/sec,79532, peers: 24
Oct 08 03:39:14, 2 hrs 3 mins, speed: 10.69 slots/sec,79275, peers: 20
Oct 08 03:39:26, 1 hr 22 mins, speed: 16.00 slots/sec,79021, peers: 22
Oct 08 03:39:38, 2 hrs 3 mins, speed: 10.69 slots/sec,79022, peers: 21
Oct 08 03:39:50, 1 hr 21 mins, speed: 16.04 slots/sec,78766, peers: 25
Oct 08 03:40:02, 1 hr 21 mins, speed: 16.00 slots/sec,78511, peers: 25
Oct 08 03:40:14, 2 hrs 2 mins, speed: 10.69 slots/sec,78512, peers: 23
Oct 08 03:40:26, 1 hr 21 mins, speed: 16.00 slots/sec,78258, peers: 25
Oct 08 03:40:38, 1 hr 21 mins, speed: 16.00 slots/sec,78002, peers: 24
Oct 08 03:40:50, 1 hr 20 mins, speed: 16.00 slots/sec,77747, peers: 22
Oct 08 03:41:02, 1 hr 20 mins, speed: 16.00 slots/sec,77748, peers: 20
Oct 08 03:41:14, 1 hr 20 mins, speed: 16.02 slots/sec,77493, peers: 25
Oct 08 03:41:26, 1 hr 20 mins, speed: 15.98 slots/sec,77239, peers: 24
Oct 08 03:41:38, 2 hrs 0 mins, speed: 10.65 slots/sec,77240, peers: 24
Oct 08 03:41:50, 1 hr 20 mins, speed: 16.00 slots/sec,76984, peers: 28
Oct 08 03:42:02, 1 hr 20 mins, speed: 15.98 slots/sec,76730, peers: 26
Oct 08 03:42:14, 1 hr 19 mins, speed: 16.02 slots/sec,76474, peers: 23
Oct 08 03:42:26, 1 hr 19 mins, speed: 16.02 slots/sec,76475, peers: 27
Oct 08 03:42:38, 1 hr 19 mins, speed: 15.98 slots/sec,76221, peers: 26
Oct 08 03:42:50, 1 hr 19 mins, speed: 16.02 slots/sec,75965, peers: 25
Oct 08 03:43:02, 1 hr 58 mins, speed: 10.67 slots/sec,75966, peers: 24
Oct 08 03:43:14, 1 hr 18 mins, speed: 15.98 slots/sec,75712, peers: 24
Oct 08 03:43:26, 1 hr 18 mins, speed: 16.00 slots/sec,75457, peers: 30
Oct 08 03:43:38, 1 hr 58 mins, speed: 10.65 slots/sec,75458, peers: 29
Oct 08 03:43:50, 1 hr 18 mins, speed: 16.00 slots/sec,75202, peers: 33
Oct 08 03:44:02, 1 hr 17 mins, speed: 16.02 slots/sec,74947, peers: 31
Oct 08 03:44:14, 1 hr 56 mins, speed: 10.69 slots/sec,74948, peers: 29
Oct 08 03:44:26, 1 hr 17 mins, speed: 16.02 slots/sec,74693, peers: 34
Oct 08 03:44:38, 1 hr 17 mins, speed: 15.98 slots/sec,74439, peers: 32
Oct 08 03:44:50, 1 hr 24 mins, speed: 14.60 slots/sec,74250, peers: 33
Oct 08 03:45:02, 1 hr 24 mins, speed: 14.60 slots/sec,74251, peers: 30
Oct 08 03:45:14, 1 hr 24 mins, speed: 14.67 slots/sec,73993, peers: 29
Oct 08 03:45:26, 1 hr 23 mins, speed: 14.69 slots/sec,73738, peers: 30
